eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum,session_id,text
text-insert,user,2021-08-30 23:20:47.764,"{'ops': [{'retain': 900}, {'insert': 's'}]}",,,901,[],0,0.0,5,30,0.2,1,0,0.5,612,3622a1e30581463fa5850f1f8325d26e,
text-insert,user,2021-08-18 19:23:00.818,"{'ops': [{'retain': 476}, {'insert': 'e'}]}",,,477,[],0,,5,30,0.75,1,0,1.0,294,06209e0aab79451d994d756ff3542754,
text-insert,user,2021-08-16 12:18:10.087,"{'ops': [{'retain': 642}, {'insert': 'y'}]}",,,643,[],0,2.0,5,30,0.3,1,0,0.0,265,cfea3807443b4149a2c68fb1ee0341f5,
text-insert,user,2021-08-23 08:56:25.143,"{'ops': [{'retain': 4412}, {'insert': 'e'}]}",,,4413,[],2,2.0,5,30,0.3,1,0,0.0,3790,b30d52ea5e7346b19568167cfd2e47c0,
text-insert,user,2021-08-16 00:47:33.868,"{'ops': [{'retain': 2936}, {'insert': ' '}]}",,,2937,[],0,3.0,5,30,0.3,1,0,0.0,3097,5b721b51643b41c38ee4ddb543f0d8f6,
text-insert,user,2021-08-31 17:05:41.594,"{'ops': [{'retain': 257}, {'insert': 'd'}]}",,,258,[],0,0.0,5,30,0.3,1,0,0.0,131,3fdafca346c94f52ac5b9588a48e0a56,
text-insert,user,2021-08-16 20:08:42.097,"{'ops': [{'retain': 1916}, {'insert': 'e'}]}",,,1917,[],0,3.0,5,30,0.75,1,0,1.0,1782,48614678f47848e49060db320a454716,
text-insert,user,2021-08-29 15:02:13.546,"{'ops': [{'retain': 672}, {'insert': 'o'}]}",,,673,[],0,4.0,5,30,0.3,1,0,0.0,427,aa563d648ec34088a3e6d3924b53cffe,
text-insert,user,2021-08-23 14:36:11.684,"{'ops': [{'retain': 1762}, {'insert': 's'}]}",,,1763,[],1,1.0,5,30,0.2,1,0,0.5,951,30786a82a19c45a6a77a12963fa21ea0,
text-insert,user,2021-08-23 14:55:48.128,"{'ops': [{'retain': 1958}, {'insert': 'n'}]}",,,1959,[],4,4.0,5,30,0.3,1,0,0.0,1924,188aef2decc3415eaeba3467fe86116e,
text-insert,user,2021-08-30 23:19:51.372,"{'ops': [{'retain': 964}, {'insert': 't'}]}",,,965,[],0,0.0,5,30,0.2,1,0,0.5,526,3622a1e30581463fa5850f1f8325d26e,
text-insert,user,2021-08-26 18:10:28.431,"{'ops': [{'retain': 1963}, {'insert': 't'}]}",,,1964,[],4,4.0,5,30,0.75,1,0,1.0,1854,7b827c9dbe9547fbae0a89de75863527,
text-insert,user,2021-08-30 19:44:44.770,"{'ops': [{'retain': 3450}, {'insert': 'o'}]}",,,3451,[],1,1.0,5,30,0.9,1,0,0.5,3187,5107cf5a8ad048e99b0d92892e98d40a,
text-insert,user,2021-09-06 00:23:13.296,"{'ops': [{'retain': 692}, {'insert': 'e'}]}",,,693,[],0,0.0,5,30,0.2,1,0,0.5,104,41d8a6e73a1e4df588aebd0ad14d8da1,
text-insert,user,2021-08-27 12:12:01.137,"{'ops': [{'retain': 340}, {'insert': 'e'}]}",,,341,[],0,,5,30,0.9,1,0,0.5,5,9d9b9dfaa2b5423398abb53fd06f857d,
text-insert,user,2021-08-26 01:44:13.473,"{'ops': [{'retain': 3516}, {'insert': 'v'}]}",,,3517,[],0,0.0,5,30,0.2,1,0,0.5,3470,d08ae131480c41d8bfa5dc129fdd468c,
text-insert,user,2021-09-01 17:13:18.687,"{'ops': [{'retain': 739}, {'insert': 'o'}]}",,,740,[],0,0.0,5,30,0.75,1,0,1.0,302,b8a0c252c1c749a78de33d1450193961,
text-insert,user,2021-08-23 14:36:32.601,"{'ops': [{'retain': 2313}, {'insert': 'e'}]}",,,2314,[],0,2.0,5,30,0.9,1,0,0.5,2035,0c386c86781946b8a979914d10d70408,
text-insert,user,2021-09-04 01:41:55.314,"{'ops': [{'retain': 1396}, {'insert': 'o'}]}",,,1397,[],0,0.0,5,30,0.9,1,0,0.5,823,6eaf9b00bf214c9e87a914740242b985,
text-insert,user,2021-08-18 21:22:00.367,"{'ops': [{'retain': 578}, {'insert': 'o'}]}",,,579,[],0,3.0,5,30,0.75,1,0,1.0,243,d301787ad1c14454943032e70f5f46f0,
text-insert,user,2021-08-26 14:26:50.230,"{'ops': [{'retain': 695}, {'insert': 'n'}]}",,,696,[],0,,5,30,0.9,1,0,0.5,667,f7a0e6bf24104ad59bccabf84bf41b86,
text-insert,user,2021-08-22 16:18:36.108,"{'ops': [{'retain': 562}, {'insert': 'e'}]}",,,563,[],0,3.0,5,30,0.2,1,0,0.5,1302,3fd4689bc9384b6180595d77d771a312,
